ID,AUTHOR NAME,BOOK/SERIES NAME,BOOKS PLEDGED,Link Submitted,Link Type,Submitted ASIN type,Submitted ASIN (Clean),Ebook 1 ASIN,Clean Amazon US link,Direct?,Direct link,International?,Wide?,Image URL (for Rose's use),Kobo Link,Smashwords Link,Google Play Link,Apple Books Link,Barnes & Noble Link
216,HARISH R. BHARADWAJ,The Centennial Dungeon,1,https://www.amazon.com/dp/B0CPDK1NXH,Amazon,Ebook,B0CPDK1NXH,B0CPDK1NXH,https://www.amazon.com/dp/B0CPDK1NXH,FALSE,,FALSE,FALSE,,,,,,
217,SCOTT W. JAMES,Blood for Power,1,https://www.amazon.com/dp/B0CSX5S2V6,Amazon,Ebook,B0CSX5S2V6,B0CSX5S2V6,https://www.amazon.com/dp/B0CSX5S2V6,FALSE,,FALSE,FALSE,,,,,,
218,NAMELESS AUTHOR,Nameless Sovereign,1,https://www.amazon.com/dp/B0D623KF58,Amazon,Ebook,B0D623KF58,B0D623KF58,https://www.amazon.com/dp/B0D623KF58,FALSE,,FALSE,FALSE,,,,,,
219,D.E. SHERMAN,Keiran: The Eternal Mage,1,https://www.amazon.com/dp/B0CW9QLCCP,Amazon,Ebook,B0CW9QLCCP,B0CW9QLCCP,https://www.amazon.com/dp/B0CW9QLCCP,FALSE,,FALSE,FALSE,,,,,,
220,D.E. SHERMAN,Duskbound,1,https://www.amazon.com/dp/B0DJZT1NZC/,Amazon,Ebook,B0DJZT1NZC,B0DJZT1NZC,https://www.amazon.com/dp/B0DJZT1NZC,FALSE,,FALSE,FALSE,,,,,,
221,SPENCER WALTHER,Blood Curse Academia,1,https://www.amazon.com/dp/B0DY5XT545,Amazon,Ebook,B0DY5XT545,B0DY5XT545,https://www.amazon.com/dp/B0DY5XT545,FALSE,,FALSE,FALSE,,,,,,
222,D. PIDGE,Lord of EXP Farming,1,https://www.amazon.com/dp/B0F6FHL2ZQ/,Amazon,Ebook,B0F6FHL2ZQ,B0F6FHL2ZQ,https://www.amazon.com/dp/B0F6FHL2ZQ,FALSE,,FALSE,FALSE,,,,,,
223,DERELICT PRESENCE,Broker,1,https://www.amazon.com/dp/B0D3G6Y6NT/,Amazon,Ebook,B0D3G6Y6NT,B0D3G6Y6NT,https://www.amazon.com/dp/B0D3G6Y6NT,FALSE,,FALSE,FALSE,,,,,,
224,HANKTHEMOOSE,Underkeeper,1,https://www.amazon.com/dp/B0DVBYB3J1,Amazon,Ebook,B0DVBYB3J1,B0DVBYB3J1,https://www.amazon.com/dp/B0DVBYB3J1,FALSE,,FALSE,FALSE,,,,,,
225,MATI OCHA,The Transcendent Green,2,https://www.amazon.com/dp/B0BL1XGMF3,Amazon,Ebook,B0BL1XGMF3,B0BL1XGMF3,https://www.amazon.com/dp/B0BL1XGMF3,FALSE,,FALSE,FALSE,,,,,,
226,MATI OCHA,Terra Incognita,1,https://www.amazon.com/dp/B0BF8R3W7L,Amazon,Ebook,B0BF8R3W7L,B0BF8R3W7L,https://www.amazon.com/dp/B0BF8R3W7L,FALSE,,FALSE,FALSE,,,,,,
227,MATI OCHA,Death Spiral 1,1,https://www.amazon.com/dp/B0D7V2TGKH,Amazon,Ebook,B0D7V2TGKH,B0D7V2TGKH,https://www.amazon.com/dp/B0D7V2TGKH,FALSE,,FALSE,FALSE,,,,,,
228,MATI OCHA,Death Spiral 2,1,https://www.amazon.com/dp/B0FKKHJP35,Amazon,Ebook,B0FKKHJP35,B0FKKHJP35,https://www.amazon.com/dp/B0FKKHJP35,FALSE,,FALSE,FALSE,,,,,,
229,SEAN WILLSON,Dark Nebula Isolation,1,https://www.amazon.com/dp/B08LCMGC2Z,Amazon,Ebook,B08LCMGC2Z,B08LCMGC2Z,https://www.amazon.com/dp/B08LCMGC2Z,TRUE,https://payhip.com/b/IYm6,FALSE,TRUE,,https://www.kobo.com/en/ebook/dark-nebula-isolation,https://www.smashwords.com/books/view/1071050,https://play.google.com/store/books/details/Sean_Willson_Dark_Nebula_Isolation?id=kfAeEAAAQBAJ,https://books.apple.com/book/dark-nebula-isolation/id1554326074,https://www.barnesandnoble.com/w/dark-nebula-sean-willson/1138519578?ean=2940162335061
230,SEAN WILLSON,Drowning Earth,1,https://www.amazon.com/dp/B0CLYKNG46,Amazon,Ebook,B0CLYKNG46,B0CLYKNG46,https://www.amazon.com/dp/B0CLYKNG46,TRUE,https://payhip.com/b/gupey,FALSE,TRUE,,https://www.kobo.com/en/ebook/drowning-earth,,https://play.google.com/store/books/details/Sean_Willson_Drowning_Earth?id=xsnfEAAAQBAJ,https://books.apple.com/book/drowning-earth/id6470585624,https://www.barnesandnoble.com/w/drowning-earth-sean-willson/1144291923?ean=2940186027942
231,SUSANA IMAGINÁRIO,Timelessness,8,https://www.amazon.com/dp/B08F2SG8Z6,Amazon,Series,B08F2SG8Z6,B07WTD28HM,https://www.amazon.com/dp/B07WTD28HM,FALSE,,FALSE,TRUE,,https://www.kobo.com/en/ebook/wyrd-gods-1,https://www.smashwords.com/books/view/1102515,https://play.google.com/store/books/details/Susana_Imagin%C3%A1rio_Wyrd_Gods?id=m8jbEAAAQBAJ,https://books.apple.com/book/wyrd-gods/id1477710671,https://www.barnesandnoble.com/w/wyrd-gods-susana-imagin-rio/1132984019?ean=9781916140202
232,KAREN LUCIA,A Second Life Worth Living,1,https://www.amazon.com/Second-Life-Worth-Living-ebook/dp/B0FD1LPNTB,Amazon,Ebook,B0FD1LPNTB,B0FD1LPNTB,https://www.amazon.com/dp/B0FD1LPNTB,FALSE,,FALSE,FALSE,,,,,,
233,KAREN LUCIA,The Warriors Of Helsvern,3,https://www.amazon.com/dp/B08Y5T3KBF,Amazon,Series,B08Y5T3KBF,B078X44Y52,https://www.amazon.com/dp/B078X44Y52,FALSE,,FALSE,FALSE,,,,,,
234,KAREN LUCIA,Stories From Earth To The Unknown,4,https://www.amazon.com/dp/B0CW19VFR8,Amazon,Series,B0CW19VFR8,B0CH3LSCK6,https://www.amazon.com/dp/B0CH3LSCK6,FALSE,,FALSE,FALSE,,,,,,
235,KAREN LUCIA,Landbringer,1,https://www.amazon.com/Landbringer-Karen-Lucia-ebook/dp/B0BLT6XPLT,Amazon,Ebook,B0BLT6XPLT,B0BLT6XPLT,https://www.amazon.com/dp/B0BLT6XPLT,FALSE,,FALSE,FALSE,,,,,,
236,JOSHUA SCOTT EDWARDS,Dance of the Sibling Suns,2,https://joshse.com/store,Direct,,,B0B354RSXW,https://www.amazon.com/dp/B0B354RSXW,TRUE,https://joshse.com/store,FALSE,FALSE,,,,,,
237,JOSHUA SCOTT EDWARDS,Grave of the Waiting,1,https://joshse.com/store,Direct,,,B0CW1FS9R4,https://www.amazon.com/dp/B0CW1FS9R4,TRUE,https://joshse.com/store,FALSE,FALSE,,,,,,
238,NATALIE KELDA,Inner Universe,6,https://www.amazon.com/dp/B0BT8QB2C4,Amazon,Series,B0BT8QB2C4,B0BT8GSJ6C,https://www.amazon.com/dp/B0BT8GSJ6C,FALSE,,FALSE,FALSE,,,,,,
239,NATALIE KELDA,Reflections of Lilje Damselfly,1,https://www.amazon.com/dp/B0DRSWR4CH,Amazon,Ebook,B0DRSWR4CH,B0DRSWR4CH,https://www.amazon.com/dp/B0DRSWR4CH,FALSE,,FALSE,FALSE,,,,,,
240,BILL ADAMS,The Divine Godsqueen Coda,2,https://www.amazon.com/dp/B0CX2VN22S,Amazon,Series,B0CX2VN22S,B0CXHH532C,https://www.amazon.com/dp/B0CXHH532C,FALSE,,FALSE,FALSE,,,,,,
241,BILL ADAMS,The Tenacious Tale of Tanna the Tendersword,1,https://www.amazon.com/Tenacious-Tale-Tanna-Tendersword-ebook/dp/B0CSXBFR5Q,Amazon,Ebook,B0CSXBFR5Q,B0CSXBFR5Q,https://www.amazon.com/dp/B0CSXBFR5Q,FALSE,,FALSE,FALSE,,,,,,
242,B.L. BROWN,Witch of the Demesne Series,3,https://www.amazon.com/dp/B0CGVRLN8V,Amazon,Series,B0CGVRLN8V,B0C543PSYX,https://www.amazon.com/dp/B0C543PSYX,FALSE,,FALSE,FALSE,,,,,,
243,J. T. PETREY,The New Ten Guardians of Draco,1,https://www.amazon.com/dp/B08MYJRP1F,Amazon,Ebook,B08MYJRP1F,B08MYJRP1F,https://www.amazon.com/dp/B08MYJRP1F,FALSE,,FALSE,FALSE,,,,,,
244,JOAO F. SILVA,The Smokesmiths,2,https://www.amazon.com/dp/B0BYTV3STB,Amazon,Series,B0BYTV3STB,B0BYTV3STB,https://www.amazon.com/dp/B0BYTV3STB,FALSE,,FALSE,FALSE,,,,,,
245,DAVE LAWSON,The Envoys of Chaos,2,https://www.amazon.com/dp/B0D17P3H4M,Amazon,Series,B0D17P3H4M,B0D8KCM7MT,https://www.amazon.com/dp/B0D8KCM7MT,FALSE,,FALSE,FALSE,,,,,,
246,DAWN CHAPMAN,Space Seasons ,5,https://www.amazon.com/dp//B0C2ZVKL9M,Amazon,Ebook,B0C2ZVKL9M,B0C2ZVKL9M,https://www.amazon.com/dp/B0C2ZVKL9M,FALSE,,FALSE,FALSE,,,,,,
247,DAWN CHAPMAN,Tailspin,1,https://www.amazon.com/dp/B0CBHG8S3Q,Amazon,Ebook,B0CBHG8S3Q,B0CBHG8S3Q,https://www.amazon.com/dp/B0CBHG8S3Q,FALSE,,FALSE,FALSE,,,,,,
248,DAWN CHAPMAN,Standoff,1,https://www.amazon.com/dp/B0CD42YZ7H,Amazon,Ebook,B0CD42YZ7H,B0CD42YZ7H,https://www.amazon.com/dp/B0CD42YZ7H,FALSE,,FALSE,FALSE,,,,,,
249,DAWN CHAPMAN,Puatera Online,8,https://www.amazon.com/dp/B079QTHJMY,Amazon,Ebook,B079QTHJMY,B079QTHJMY,https://www.amazon.com/dp/B079QTHJMY,FALSE,,FALSE,FALSE,,,,,,
250,DAWN CHAPMAN,The Secret King ,11,https://www.amazon.com/dp/B0CT8TW5Y1,Amazon,Ebook,B0CT8TW5Y1,B0CT8TW5Y1,https://www.amazon.com/dp/B0CT8TW5Y1,FALSE,,FALSE,FALSE,,,,,,
251,DAWN CHAPMAN,Interstellar Pawn,1,https://www.amazon.com/dp/B0DT27YH9R,Amazon,Ebook,B0DT27YH9R,B0DT27YH9R,https://www.amazon.com/dp/B0DT27YH9R,FALSE,,FALSE,FALSE,,,,,,
252,ALEX KNOWLES,Zero Car,4,https://www.amazon.com/dp/B093W1QNK8,Amazon,Ebook,B093W1QNK8,B093W1QNK8,https://www.amazon.com/dp/B093W1QNK8,FALSE,,FALSE,FALSE,,,,,,
253,ALEX KNOWLES,The Bright Lord,1,https://www.amazon.com/dp/B0BH8Q6DYD,Amazon,Ebook,B0BH8Q6DYD,B0BH8Q6DYD,https://www.amazon.com/dp/B0BH8Q6DYD,FALSE,,FALSE,FALSE,,,,,,
254,C. V. ALLEN,Keeper of the Veil,1,https://www.amazon.com/dp/B0DH3RWWM6,Amazon,Ebook,B0DH3RWWM6,B0DH3RWWM6,https://www.amazon.com/dp/B0DH3RWWM6,FALSE,,FALSE,TRUE,,https://www.kobo.com/en/ebook/keeper-of-the-veil-1,https://www.smashwords.com/books/view/1833981,https://play.google.com/store/books/details/C_V_Allen_Keeper_of_the_Veil?id=4jd-EQAAQBAJ,,https://www.barnesandnoble.com/w/keeper-of-the-veil-c-v-allen/1146530059?ean=2940182635844
255,E.L. LYONS,Starlight Jewel,1,https://www.amazon.com/dp/B0BD8G6N6Y,Amazon,Ebook,B0BD8G6N6Y,B0BD8G6N6Y,https://www.amazon.com/dp/B0BD8G6N6Y,FALSE,,FALSE,FALSE,,,,,,
256,MAYA DARJANI ,Broken Union ,2,https://www.amazon.com/dp/B0CQ6JM5RH,Amazon,Series,B0CQ6JM5RH,B0CP2VSDXR,https://www.amazon.com/dp/B0CP2VSDXR,FALSE,,FALSE,TRUE,,https://www.kobo.com/en/ebook/ancient-as-the-stars,https://www.smashwords.com/books/view/1642323,https://play.google.com/store/books/details/Maya_Darjani_Ancient_as_the_Stars?id=JEw7EQAAQBAJ,https://books.apple.com/book/ancient-as-the-stars/id6737634340,https://www.barnesandnoble.com/w/ancient-as-the-stars-maya-darjani/1145271119?ean=2940180832542
257,MAYA DARJANI ,The Star-Crossed Empire ,1,https://www.amazon.com/Star-Crossed-Empire-Romantic-Space-Chronicles-ebook/dp/B0CV958PCN,Amazon,Ebook,B0CV958PCN,B0CV958PCN,https://www.amazon.com/dp/B0CV958PCN,FALSE,,FALSE,TRUE,,https://www.kobo.com/en/ebook/the-star-crossed-empire,https://www.smashwords.com/books/view/1589805,https://play.google.com/store/books/details/Maya_Darjani_The_Star_Crossed_Empire?id=5TAbEQAAQBAJ,https://books.apple.com/book/the-star-crossed-empire/id6547871641,https://www.barnesandnoble.com/w/the-star-crossed-empire-maya-darjani/1145998943?ean=2940180139931
258,MAYA DARJANI ,A Stellar Spy ,1,https://www.amazon.com/Stellar-Spy-science-thriller-Children-ebook/dp/B0DRNLST84/,Amazon,Ebook,B0DRNLST84,B0DRNLST84,https://www.amazon.com/dp/B0DRNLST84,FALSE,,FALSE,FALSE,,,,,,
259,ADAM FERNANDEZ,Vermilion Flames,1,https://www.amazon.com/dp/B0CTYWBX2P,Amazon,Ebook,B0CTYWBX2P,B0CTYWBX2P,https://www.amazon.com/dp/B0CTYWBX2P,FALSE,,FALSE,FALSE,,,,,,
260,ADAM FERNANDEZ,Ice Born,1,https://www.amazon.com/dp/B0DXR4MMZ4,Amazon,Ebook,B0DXR4MMZ4,B0DXR4MMZ4,https://www.amazon.com/dp/B0DXR4MMZ4,FALSE,,FALSE,FALSE,,,,,,
261,BRENDAN CORBETT,The Runetree Chronicles,4,https://www.amazon.com/dp/B0CW17JFC4,Amazon,Series,B0CW17JFC4,B0C6CPJFR7,https://www.amazon.com/dp/B0C6CPJFR7,FALSE,,FALSE,FALSE,,,,,,
262,BRENDAN CORBETT,The Quinate's Faithful,2,https://www.amazon.com/dp/B0F9QL1HT5,Amazon,Series,B0F9QL1HT5,B0DXD9QVHL,https://www.amazon.com/dp/B0DXD9QVHL,FALSE,,FALSE,FALSE,,,,,,
263,C M DEBELL,The Many Shades of Midnight,1,https://www.amazon.com/dp/B0BQCNLDX8,Amazon,Ebook,B0BQCNLDX8,B0BQCNLDX8,https://www.amazon.com/dp/B0BQCNLDX8,FALSE,,FALSE,FALSE,,,,,,
264,ZAMIL AKHTAR,The Gunmetal Gods Saga,4,https://www.amazon.com/dp/B0965XC74F,Amazon,Series,B0965XC74F,B08KRHBB6Z,https://www.amazon.com/dp/B08KRHBB6Z,FALSE,,FALSE,FALSE,,,,,,
265,ZAMIL AKHTAR,The Lightblade Saga,1,https://www.amazon.com/Lightblade-Progression-Fantasy-Epic-Saga-ebook/dp/B0B1MNYTSB,Amazon,Ebook,B0B1MNYTSB,B0B1MNYTSB,https://www.amazon.com/dp/B0B1MNYTSB,FALSE,,FALSE,FALSE,,,,,,
266,JASMINE YOUNG,A Breaking of Realms,1,https://www.amazon.com/Breaking-Realms-Dragon-Fantasy-Breaker-ebook/dp/B0CCCMTRKN,Amazon,Ebook,B0CCCMTRKN,B0CCCMTRKN,https://www.amazon.com/dp/B0CCCMTRKN,FALSE,,FALSE,FALSE,,,,,,
267,JASMINE YOUNG,Stormfire,1,https://www.amazon.com/Stormfire-Fantasy-Adventure-Kingdoms-Origins-ebook/dp/B0BLL94K6Z,Amazon,Ebook,B0BLL94K6Z,B0BLL94K6Z,https://www.amazon.com/dp/B0BLL94K6Z,FALSE,,FALSE,FALSE,,,,,,
268,HARMONIA GREY,Well of Souls,1,https://www.amazon.com/dp/B0FQWQKPKV,Amazon,Ebook,B0FQWQKPKV,B0FQWQKPKV,https://www.amazon.com/dp/B0FQWQKPKV,FALSE,,FALSE,TRUE,,https://www.kobo.com/en/ebook/well-of-souls-7,,,,
269,JEFF MCINTYRE,Theory of Magic,1,https://www.amazon.com/Garden-Gnome-Theory-Magic-Book-ebook/dp/B0BGJ9H8T1,Amazon,Ebook,B0BGJ9H8T1,B0BGJ9H8T1,https://www.amazon.com/dp/B0BGJ9H8T1,FALSE,,FALSE,FALSE,,,,,,
270,M. W. MCLEOD,Deals of the Damned,8,https://www.amazon.com/dp/B0B2QDSCPK,Amazon,Series,B0B2QDSCPK,B0B2K8RCHH,https://www.amazon.com/dp/B0B2K8RCHH,FALSE,,FALSE,TRUE,,https://www.kobo.com/en/ebook/demonic-deals-1,https://www.smashwords.com/books/view/1422094,https://play.google.com/store/books/details/M_W_McLeod_Demonic_Deals?id=m9vPEAAAQBAJ,https://books.apple.com/book/demonic-deals/id6451126115,https://www.barnesandnoble.com/w/demonic-deals-m-w-mcleod/1142961707?ean=2940166967428
271,MARIA CAIAZZA,Modern Tales of Old,2,https://www.amazon.com/dp/B0C9XSZF4L,Amazon,Series,B0C9XSZF4L,B0B5Y5CJ37,https://www.amazon.com/dp/B0B5Y5CJ37,FALSE,,FALSE,TRUE,,https://www.kobo.com/en/ebook/the-seven-ravens-10,https://www.smashwords.com/books/view/1768840,https://play.google.com/store/books/details/Maria_Caiazza_The_Seven_Ravens?id=VI5dEQAAQBAJ,https://books.apple.com/book/the-seven-ravens/id6745805944,https://www.barnesandnoble.com/w/the-seven-ravens-maria-caiazza/1145975344
272,MARIA CAIAZZA,Be Still My Undying Heart,1,https://www.amazon.com/dp/B0DF5RPKTR,Amazon,Ebook,B0DF5RPKTR,B0DF5RPKTR,https://www.amazon.com/dp/B0DF5RPKTR,FALSE,,FALSE,TRUE,,https://www.kobo.com/en/ebook/be-still-my-undying-heart,https://www.smashwords.com/books/view/1752355,https://play.google.com/store/books/details/Maria_Caiazza_Be_Still_My_Undying_Heart?id=fQpYEQAAQBAJ,https://books.apple.com/book/be-still-my-undying-heart/id6744848471,https://www.barnesandnoble.com/w/be-still-my-undying-heart-maria-caiazza/1147312739?ean=2940181157316
273,TOBIAS YOUNGBLOOD,Projectionists,3,https://www.amazon.com/dp/B0CDJX3N2B,Amazon,Series,B0CDJX3N2B,B0C9W7SPTV,https://www.amazon.com/dp/B0C9W7SPTV,FALSE,,FALSE,FALSE,,,,,,
274,TOBIAS YOUNGBLOOD,Nightmares,1,https://www.amazon.com/dp/B0CK1B6KVH,Amazon,Ebook,B0CK1B6KVH,B0CK1B6KVH,https://www.amazon.com/dp/B0CK1B6KVH,FALSE,,FALSE,TRUE,https://m.media-amazon.com/images/I/91g1VPM7NIL._SY300_.jpg,https://www.kobo.com/en/ebook/death-sketch,https://www.smashwords.com/books/view/1465916,https://play.google.com/store/books/details/Tobias_Youngblood_Death_Sketch?id=hkvaEAAAQBAJ,,https://www.barnesandnoble.com/w/death-sketch-tobias-youngblood/1144177927
275,ALEX ARCH,The Source of Strife,1,https://www.amazon.com/dp/B0F14CJGC3,Amazon,Ebook,B0F14CJGC3,B0F14CJGC3,https://www.amazon.com/dp/B0F14CJGC3,FALSE,,FALSE,FALSE,,,,,,
276,M.K.ADAMS,The Rising Saga,3,https://www.amazon.com/dp/B08HWVDYJX,Amazon,Series,B08HWVDYJX,B07N5ZYJG5,https://www.amazon.com/dp/B07N5ZYJG5,FALSE,,FALSE,FALSE,,,,,,
277,G.J. TERRAL,The Binding Tenets Trilogy,4,https://www.amazon.com/dp/B0D1JSL413,Amazon,Series,B0D1JSL413,B0CW1C9WVZ,https://www.amazon.com/dp/B0CW1C9WVZ,FALSE,,FALSE,FALSE,"https://m.media-amazon.com/images/I/81obUyQM5nL._CLa%7C3208,2560%7C81FaHXO3G9L.jpg%7C0,0,1600,2560+1608,0,1600,2560_._SY300_.jpg",,,,,
278,G.J. TERRAL,The Not So Mundane Mysteries of Norman Melamourne,1,https://www.amazon.com/Not-Mundane-Mysteries-Norman-Melamourne-ebook/dp/B0FMCD5KCW,Amazon,Ebook,B0FMCD5KCW,B0FMCD5KCW,https://www.amazon.com/dp/B0FMCD5KCW,FALSE,,FALSE,FALSE,,,,,,
279,HERMAN STEUERNAGEL,The Bartender Between Worlds,1,https://hermansteuernagel.com/products/the-bartender-between-worlds-1,Direct,,,B0CRS6P5P5,https://www.amazon.com/dp/B0CRS6P5P5,TRUE,https://hermansteuernagel.com/products/the-bartender-between-worlds-1,FALSE,TRUE,,https://www.kobo.com/en/ebook/the-bartender-between-worlds-1,https://www.smashwords.com/books/view/1550748,https://play.google.com/store/books/details/Herman_Steuernagel_The_Bartender_Between_Worlds?id=9QsGEQAAQBAJ,https://books.apple.com/book/the-bartender-between-worlds/id6496591926,https://www.barnesandnoble.com/w/the-bartender-between-worlds-herman-steuernagel/1145393660?ean=2940179608851
280,R. M. KROGMAN,Liberation ,1,https://www.amazon.com/dp/B0C8Z8J5YQ,Amazon,Ebook,B0C8Z8J5YQ,B0C8Z8J5YQ,https://www.amazon.com/dp/B0C8Z8J5YQ,FALSE,,FALSE,FALSE,,,,,,
281,TAYLOR A. GREEN,The Queen's Bodyguard,1,https://www.amazon.com/dp/B08YQVP5PN,Amazon,Ebook,B08YQVP5PN,B08YQVP5PN,https://www.amazon.com/dp/B08YQVP5PN,FALSE,,FALSE,TRUE,,https://www.kobo.com/en/ebook/the-queen-s-bodyguard,https://www.smashwords.com/books/view/1304447,,https://books.apple.com/book/the-queens-bodyguard/id1556673004,https://www.barnesandnoble.com/w/the-queens-bodyguard-taylor-a-green/1138946752
282,TAYLOR A. GREEN,Carry On,1,https://www.amazon.com/dp/B08B11Z4WX,Amazon,Ebook,B08B11Z4WX,B08B11Z4WX,https://www.amazon.com/dp/B08B11Z4WX,FALSE,,FALSE,FALSE,,,,,,
283,TAYLOR A. GREEN,Two Sparrows,1,www.amazon.com/dp/B07NDX1Z65,Amazon,Ebook,B07NDX1Z65,B07NDX1Z65,https://www.amazon.com/dp/B07NDX1Z65,FALSE,,FALSE,FALSE,,,,,,
284,TAYLOR A. GREEN,Media Literacy is Advised,1,,Missing,,,,https://www.amazon.com/dp/,FALSE,,FALSE,FALSE,,,,,,
285,VISTA MCDOWALL,The Sovereigns of the Dead Trilogy,3,https://www.amazon.com/dp/B087BL8LYB,Amazon,Ebook,B087BL8LYB,B087BL8LYB,https://www.amazon.com/dp/B087BL8LYB,FALSE,,FALSE,FALSE,,,,,,
286,DANIEL MAIDMAN,The Exile of Zanzibar,1,https://www.amazon.com/Exile-Zanzibar-Railroad-Book-ebook/dp/B0BWDPLGG4,Amazon,Ebook,B0BWDPLGG4,B0BWDPLGG4,https://www.amazon.com/dp/B0BWDPLGG4,FALSE,,FALSE,FALSE,,,,,,
287,A.K.M BEACH,The Banshee's Curse Dulogy,2,https://www.amazon.com/dp/B094N42W45,Amazon,Series,B094N42W45,B08GS694LW,https://www.amazon.com/dp/B08GS694LW,FALSE,,FALSE,FALSE,,,,,,
288,A.K.M BEACH,The Platinum Order Mysteries,2,https://www.amazon.com/dp/B0CHR3FF13,Amazon,Series,B0CHR3FF13,B0BQCMRF6F,https://www.amazon.com/dp/B0BQCMRF6F,FALSE,,FALSE,FALSE,,,,,,
289,JUSTIN GREER,The Garden Knight,4,https://www.amazon.com/dp/B0CW173MVB,Amazon,Series,B0CW173MVB,B0CW1LPQ66,https://www.amazon.com/dp/B0CW1LPQ66,FALSE,,FALSE,FALSE,,,,,,
290,JUSTIN GREER,The Servant,1,https://www.amazon.com/dp/B0F74NGRQC,Amazon,Ebook,B0F74NGRQC,B0F74NGRQC,https://www.amazon.com/dp/B0F74NGRQC,FALSE,,FALSE,FALSE,https://m.media-amazon.com/images/I/71mpjlWm+aL._SY300_.jpg,,,,,
291,ALEX ROBINS,The City of Mist and Tears,1,https://www.amazon.com/gp/B0DBLKMQM2,Amazon,Ebook,B0DBLKMQM2,B0DBLKMQM2,https://www.amazon.com/dp/B0DBLKMQM2,FALSE,,FALSE,FALSE,,,,,,
292,ALEX ROBINS,The Broken Heart of Arelium,1,https://www.amazon.com/dp/B08Z9FLZN2,Amazon,Ebook,B08Z9FLZN2,B08Z9FLZN2,https://www.amazon.com/dp/B08Z9FLZN2,FALSE,,FALSE,FALSE,,,,,,
293,ALEX ROBINS,Panacea,1,https://www.amazon.com/gp//B0BHPKWXQ6,Amazon,Ebook,B0BHPKWXQ6,B0BHPKWXQ6,https://www.amazon.com/dp/B0BHPKWXQ6,FALSE,,FALSE,FALSE,,,,,,
294,GREGORY KONTAXIS,The Dance of Light,3,https://www.amazon.com/dp/B0C4Q3QQTL,Amazon,Series,B0C4Q3QQTL,B0BWWQ46RY,https://www.amazon.com/dp/B0BWWQ46RY,FALSE,,FALSE,FALSE,,,,,,
295,TANNER HOWSDEN,Yara,1,https://www.amazon.com/dp/B0F64DNP9Y/,Amazon,Ebook,B0F64DNP9Y,B0F64DNP9Y,https://www.amazon.com/dp/B0F64DNP9Y,FALSE,,FALSE,FALSE,,,,,,
296,BRIAN J. NORDON,Quest Academy: Silvers,1,https://www.amazon.com/gp/product/B0C8BPJCTP,Amazon,Ebook,B0C8BPJCTP,B0C8BPJCTP,https://www.amazon.com/dp/B0C8BPJCTP,FALSE,,FALSE,FALSE,,,,,,
297,RACHEL NÍ CHUIRC,Calamity (Knights of Eternity Book 1),1,https://www.amazon.com/gp/product/B0CRM95GQJ,Amazon,Ebook,B0CRM95GQJ,B0CRM95GQJ,https://www.amazon.com/dp/B0CRM95GQJ,FALSE,,FALSE,FALSE,,,,,,
298,JACK FIELDS,Scarlet Citadel (Walking Shadow Book 1),1,https://www.amazon.com/gp/product/B0CY85MBRP,Amazon,Ebook,B0CY85MBRP,B0CY85MBRP,https://www.amazon.com/dp/B0CY85MBRP,FALSE,,FALSE,FALSE,,,,,,
299,MICHAEL HEAD,Wandering Warrior: Judge,1,https://www.amazon.com/gp/product/B0C8BSL8GW,Amazon,Ebook,B0C8BSL8GW,B0C8BSL8GW,https://www.amazon.com/dp/B0C8BSL8GW,FALSE,,FALSE,FALSE,,,,,,
300,MICHAEL HEAD,Threads of Fate: Reincarnation,1,https://www.amazon.com/dp/B0F3D8JGVV,Amazon,Ebook,B0F3D8JGVV,B0F3D8JGVV,https://www.amazon.com/dp/B0F3D8JGVV,FALSE,,FALSE,FALSE,,,,,,
301,LARS MACHMÜLLER,Theft of Decks,1,https://www.amazon.com/gp/product/B0D3212DNC,Amazon,Ebook,B0D3212DNC,B0D3212DNC,https://www.amazon.com/dp/B0D3212DNC,FALSE,,FALSE,FALSE,,,,,,
302,MALORY,Welcome to the Dark Ages (Morgan and Merlin's Excellent Adventures Book 1),1,https://www.amazon.com/gp/product/B0DWNBPKBJ,Amazon,Ebook,B0DWNBPKBJ,B0DWNBPKBJ,https://www.amazon.com/dp/B0DWNBPKBJ,FALSE,,FALSE,FALSE,,,,,,
303,RYAN MAXWELL,Apocalypse (Grand System Vending Book 1),1,https://www.amazon.com/dp/B0F63XGGHC,Amazon,Ebook,B0F63XGGHC,B0F63XGGHC,https://www.amazon.com/dp/B0F63XGGHC,FALSE,,FALSE,FALSE,https://m.media-amazon.com/images/I/91Kt7yfbQnL._SL1500_.jpg,,,,,
304,JEZ CAJIAO,Brightblade: UnderVerse Book 1,1,https://www.amazon.com/gp/product/B086WQ4V57,Amazon,Ebook,B086WQ4V57,B086WQ4V57,https://www.amazon.com/dp/B086WQ4V57,FALSE,,FALSE,FALSE,,,,,,
305,JEZ CAJIAO,Age of Stone: Rise of Mankind Book 1,1,https://www.amazon.com/gp/product/B091GH33F4,Amazon,Ebook,B091GH33F4,B091GH33F4,https://www.amazon.com/dp/B091GH33F4,FALSE,,FALSE,FALSE,,,,,,
306,JEZ CAJIAO,Arise: Alpha,1,https://www.amazon.com/dp/B09T74TV2T,Amazon,Ebook,B09T74TV2T,B09T74TV2T,https://www.amazon.com/dp/B09T74TV2T,FALSE,,FALSE,FALSE,,,,,,
