ID,AUTHOR NAME,BOOK/SERIES NAME,BOOKS PLEDGED,LINK MUST END IN ASIN,Clean ASIN,Clean Amazon US Link,Wide?,SPFBO/SPSFC?,SPFBO/SPSFC Cohort,Direct?,Direct link,Books available Internationally,International?,Image URL (for Rose's use),Kobo Link,Smashwords Link,Google Play Link,Apple Books Link,Barnes & Noble Link
246,OSTENSIBLE MAMMAL,Godclads,1,https://www.amazon.com/dp/B0CQMLB7P3,B0CQMLB7P3,https://www.amazon.com/dp/B0CQMLB7P3,FALSE,FALSE,,FALSE,,,FALSE,,,,,,
247,HARISH R. BHARADWAJ,The Centennial Dungeon,1,https://www.amazon.com/dp/B0CPDK1NXH,B0CPDK1NXH,https://www.amazon.com/dp/B0CPDK1NXH,FALSE,FALSE,,FALSE,,,FALSE,,,,,,
248,SCOTT W. JAMES,Blood for Power,1,https://www.amazon.com/dp/B0CSX5S2V6,B0CSX5S2V6,https://www.amazon.com/dp/B0CSX5S2V6,FALSE,FALSE,,FALSE,,,FALSE,,,,,,
249,NAMELESS AUTHOR,Nameless Sovereign,1,https://www.amazon.com/dp/B0D623KF58,B0D623KF58,https://www.amazon.com/dp/B0D623KF58,FALSE,FALSE,,FALSE,,,FALSE,,,,,,
250,D.E. SHERMAN,Keiran: The Eternal Mage,1,https://www.amazon.com/dp/B0CW9QLCCP,B0CW9QLCCP,https://www.amazon.com/dp/B0CW9QLCCP,FALSE,FALSE,,FALSE,,,FALSE,,,,,,
251,SADIR S. SAMIR,The God Dust Saga,1,https://www.amazon.com/dp/B0BG1CBSRY,B0BG1CBSRY,https://www.amazon.com/dp/B0BG1CBSRY,FALSE,TRUE,SPFBO9 Semi-finalist,FALSE,,,TRUE,,,,,,
252,J.D.L. ROSELL,Legend of Tal,1,https://www.amazon.com/dp/B088PZ2N5G,B088PZ2N5G,https://www.amazon.com/dp/B088PZ2N5G,FALSE,TRUE,SPFBO6 Semi-finalist,FALSE,,,FALSE,,,,,,
253,J.D.L. ROSELL,Ranger of the Titan Wilds,1,https://www.amazon.com/dp/B0BNQRMZ7T,B0BNQRMZ7T,https://www.amazon.com/dp/B0BNQRMZ7T,FALSE,TRUE,SPFBO9 Finalist,FALSE,,,FALSE,,,,,,
254,J.D.L. ROSELL,The Runewar Saga,1,https://www.amazon.com/dp/B093YH6RBJ,B093YH6RBJ,https://www.amazon.com/dp/B093YH6RBJ,FALSE,TRUE,SPFBO7 Semi-finalist,FALSE,,,FALSE,,,,,,
255,J.D.L. ROSELL,The Famine Cycle,1,https://www.amazon.com/dp/B0916WFX9M,B0916WFX9M,https://www.amazon.com/dp/B0916WFX9M,TRUE,TRUE,SPFBO8,FALSE,,,FALSE,,https://www.kobo.com/en/ebook/whispers-of-ruin-2,https://www.smashwords.com/books/view/1652438,https://play.google.com/store/books/details/J_D_L_Rosell_Whispers_of_Ruin_An_Epic_Fantasy_Nove?id=prYyEQAAQBAJ,https://books.apple.com/book/whispers-of-ruin-an-epic-fantasy-novel-the-famine-cycle-1/id6739227277,https://www.barnesandnoble.com/w/whispers-of-ruin-j-d-l-rosell/1146658786?ean=2940184537344
256,J.D.L. ROSELL,Godslayer Rising,3,https://www.amazon.com/gp/product/B08ND5WZQR,B08ND5WZQR,https://www.amazon.com/dp/B08ND5WZQR,FALSE,FALSE,,FALSE,,,FALSE,,,,,,
257,ALEX C. PIERCE,The Crow's Gambit,2,https://www.amazon.com/dp/B0CV39MCJV,B0CV39MCJV,https://www.amazon.com/dp/B0CV39MCJV,FALSE,TRUE,SPFBO8 Semi-finalist,FALSE,,,FALSE,"https://m.media-amazon.com/images/I/81crvTPaXUL._CLa%7C3208,2560%7C91UOq7itxbL.jpg%7C0,0,1600,2560+1608,0,1600,2560_._SY300_.jpg",,,,,
258,BRANWEN OSHEA,The Calling,1,https://www.amazon.com/dp/1735915998,B08MZ7JY93,https://www.amazon.com/dp/B08MZ7JY93,TRUE,FALSE,,FALSE,,,TRUE,,https://www.kobo.com/en/ebook/the-calling-104,https://www.smashwords.com/books/view/1302840,,https://books.apple.com/book/the-calling/id1544276577,https://www.barnesandnoble.com/w/the-calling-branwen-oshea/1138241903?ean=2940164666149
259,BRANWEN OSHEA,Silence of the Song Trees,1,https://www.amazon.com/dp/B08HY9VHYX,B08HY9VHYX,https://www.amazon.com/dp/B08HY9VHYX,FALSE,FALSE,,FALSE,,,TRUE,,,,,,
260,O.S. MARROW,Elysium Falls,1,https://www.amazon.com/dp/B0B28CXFK4,B0B28CXFK4,https://www.amazon.com/dp/B0B28CXFK4,FALSE,FALSE,,FALSE,,,TRUE,,,,,,
261,J. PATRICIA ANDERSON,Your Blood and Bones,1,https://www.amazon.com/dp/B0C8BYVRMV,B0C8BYVRMV,https://www.amazon.com/dp/B0C8BYVRMV,TRUE,TRUE,SFINCS1 Semi-finalist,FALSE,,,TRUE,,https://www.kobo.com/en/ebook/your-blood-and-bones,https://www.smashwords.com/books/view/1423642,https://play.google.com/store/books/details/J_Patricia_Anderson_Your_Blood_and_Bones?id=NrnIEAAAQBAJ,https://books.apple.com/book/your-blood-and-bones/id6451313699,https://www.barnesandnoble.com/w/your-blood-and-bones-j-patricia-anderson/1143684151?ean=2940167414846
262,J. PATRICIA ANDERSON,Daughters of Tith,1,https://www.amazon.com/dp/B0BS5CX2MH,B0BS5CX2MH,https://www.amazon.com/dp/B0BS5CX2MH,FALSE,TRUE,SPFBO9,FALSE,,,FALSE,,,,,,
263,E.L. LYONS,Starlight Jewel,1,https://www.amazon.com/dp/B0BD8G6N6Y,B0BD8G6N6Y,https://www.amazon.com/dp/B0BD8G6N6Y,FALSE,TRUE,SPFBO9,FALSE,,,FALSE,,,,,,
264,BENJAMIN AEVERYN,Rainfallen,3,https://www.amazon.com/dp/B0C3W2LJ2F,B0C3W2LJ2F,https://www.amazon.com/dp/B0C3W2LJ2F,FALSE,TRUE,SPFBO9 Semi-finalist,FALSE,,,FALSE,"https://m.media-amazon.com/images/I/81nsEkDhj1L._CLa%7C2933,2560%7C81dCZsbn2RL.jpg,81IjOSuo0mL.jpg%7C0,0,1333,2560+1600,0,1333,2560+666,0,1600,2560_._SY300_.jpg",,,,,
265,E J DOBLE,The Blood and Steel Saga,3,https://a.co/d/6WZcBhV,B09PKFSSLM,https://www.amazon.com/dp/B09PKFSSLM,FALSE,TRUE,SPFBO8,FALSE,,,FALSE,,,,,,
266,E J DOBLE,Realm of The Prophets,2,https://a.co/d/auvoYTS,B0BFB72ZYB,https://www.amazon.com/dp/B0BFB72ZYB,FALSE,FALSE,,FALSE,,,TRUE,,,,,,
267,E J DOBLE,Grimdark Fairytales ,1,https://a.co/d/fqQpRRz,B0BZVYP5DB,https://www.amazon.com/dp/B0BZVYP5DB,FALSE,FALSE,,FALSE,,,TRUE,,,,,,
268,SET SYTES,India Muerte,5,https://www.amazon.com/dp/B07X1TS4HF,B07X1TS4HF,https://www.amazon.com/dp/B07X1TS4HF,FALSE,TRUE,SPFBO8,FALSE,,,FALSE,"https://m.media-amazon.com/images/I/81Lc1+s3sHL._CLa%7C2812,2301%7C812eaUlgObL.jpg,8103i0xsEwL.jpg%7C0,0,1278,2301+1534,0,1278,2301+639,0,1534,2301_._SY300_.jpg",,,,,
269,SEAN WILLSON,Dark Nebula,6,https://www.amazon.com/dp/B08MDCDN3X,B08MDCDN3X,https://www.amazon.com/dp/B08MDCDN3X,TRUE,TRUE,SPSFC1,TRUE,https://payhip.com/b/IYm6,Book 1,TRUE,"https://m.media-amazon.com/images/I/81QhloK3raL._CLa%7C3125,2560%7C81EyGys5dVL.jpg,81XvWyCS1BL.jpg%7C0,0,1420,2560+1705,0,1420,2560+710,0,1705,2560_._SY300_.jpg",https://www.kobo.com/en/ebook/dark-nebula-isolation,https://www.smashwords.com/books/view/1071050,https://play.google.com/store/books/details/Sean_Willson_Dark_Nebula_Isolation?id=kfAeEAAAQBAJ,https://books.apple.com/book/dark-nebula-isolation/id1554326074,https://www.barnesandnoble.com/w/dark-nebula-sean-willson/1138519578?ean=2940162335061
270,SEAN WILLSON,Drowning Earth,1,https://www.amazon.com/dp/B0CLYKNG46,B0CLYKNG46,https://www.amazon.com/dp/B0CLYKNG46,TRUE,TRUE,SPSFC4,TRUE,https://payhip.com/b/gupey,,FALSE,,https://www.kobo.com/en/ebook/drowning-earth,https://www.smashwords.com/books/view/1472546,https://play.google.com/store/books/details/Sean_Willson_Drowning_Earth?id=xsnfEAAAQBAJ,https://books.apple.com/book/drowning-earth/id6470585624,https://www.barnesandnoble.com/w/drowning-earth-sean-willson/1144291923?ean=2940186027942
271,L. M. HUGHES & R. A. COOPER,Wolf and Flame Boxset,1,https://www.amazon.com/dp/B0CXNWHHRV,B0CXNWHHRV,https://www.amazon.com/dp/B0CXNWHHRV,FALSE,FALSE,,FALSE,,,FALSE,,,,,,
272,SKY ROBERT,Jewel of the Alien Bandit,1,https://www.amazon.com/dp/B0BNLBRLMF,B0BNLBRLMF,https://www.amazon.com/dp/B0BNLBRLMF,FALSE,FALSE,,FALSE,,,FALSE,,,,,,
273,MICHAEL CHATFIELD,Two Week Curse (Ten Realms Book 1),1,https://www.amazon.com/dp/B07F7QQGZ9,B07F7QQGZ9,https://www.amazon.com/dp/B07F7QQGZ9,FALSE,FALSE,,FALSE,,,TRUE,,,,,,
274,MICHAEL CHATFIELD,The Trapped Mind Project (Emerilia Book 1),1,https://www.amazon.com/dp/B01MZD5RQX,B01MZD5RQX,https://www.amazon.com/dp/B01MZD5RQX,FALSE,FALSE,,FALSE,,,FALSE,,,,,,
275,MICHAEL CHATFIELD,Skeleton with a Heart (Death Knight Book 1) ,1,https://www.amazon.com/dp/B07TDF3PCP,B07TDF3PCP,https://www.amazon.com/dp/B07TDF3PCP,TRUE,FALSE,,FALSE,,,FALSE,,https://www.kobo.com/en/ebook/skeleton-with-a-heart-3,https://www.smashwords.com/books/view/1477021,https://play.google.com/store/books/details/Michael_Chatfield_Skeleton_with_a_Heart?id=Oo_hEAAAQBAJ,,https://www.barnesandnoble.com/w/skeleton-with-a-heart-michael-chatfield/1136275938?ean=2940167080355
276,SEYMOUR ZEYNALLI,Of Blood and Steel,1,https://www.amazon.com/dp/B08636PF4N,B08636PF4N,https://www.amazon.com/dp/B08636PF4N,FALSE,FALSE,,FALSE,,,FALSE,,,,,,
277,ADAM BRIGHT,Dungeon Incursions,5,https://www.amazon.com/dp/B0BJ7QRWWV,B0BJ7QRWWV,https://www.amazon.com/dp/B0BJ7QRWWV,FALSE,FALSE,,FALSE,,,TRUE,,,,,,
278,B. S. H. GARCIA,THE HEART OF QUINARIA,4,https://www.amazon.com/dp/B0C2JNH9DR,B0C2JNH9DR,https://www.amazon.com/dp/B0C2JNH9DR,FALSE,TRUE,SPFBO9,FALSE,,Book 2,TRUE,"https://m.media-amazon.com/images/I/91wrTLFut1L._CLa%7C3422,2560%7C81TIA0bbXpL.jpg%7C0,0,1707,2560+1715,0,1707,2560_._SY300_.jpg",,,,,
279,MAYA DARJANI ,Ancient as the Stars ,1,https://www.amazon.com/dp/B0CP2VSDXR,B0CP2VSDXR,https://www.amazon.com/dp/B0CP2VSDXR,TRUE,TRUE,SPSFC4,FALSE,,,TRUE,,https://www.kobo.com/en/ebook/ancient-as-the-stars,https://www.smashwords.com/books/view/1642323,,https://books.apple.com/book/ancient-as-the-stars/id6737634340,https://www.barnesandnoble.com/w/ancient-as-the-stars-maya-darjani/1145271119?ean=2940180832542
280,MAYA DARJANI ,The Star-Crossed Empire,1,https://www.amazon.com/dp/B0CV958PCN,B0CV958PCN,https://www.amazon.com/dp/B0CV958PCN,TRUE,FALSE,,FALSE,,,TRUE,,https://www.kobo.com/en/ebook/the-star-crossed-empire,https://www.smashwords.com/books/view/1589805,https://play.google.com/store/books/details/Maya_Darjani_The_Star_Crossed_Empire?id=5TAbEQAAQBAJ,https://books.apple.com/book/the-star-crossed-empire/id6547871641,https://www.barnesandnoble.com/w/the-star-crossed-empire-maya-darjani/1145998943?ean=2940180139931
281,TRICIA ARNOLD,Draekkon's Fire (Cintarzia Book 1),1,https://www.amazon.com/dp/B0CKLSZ7C6,B0CKLSZ7C6,https://www.amazon.com/dp/B0CKLSZ7C6,FALSE,FALSE,,FALSE,,,TRUE,,,,,,
282,MELISSA STONE,Stars of Destiny,5,https://www.amazon.com/dp/B00IW00A0U,B00IW00A0U,https://www.amazon.com/dp/B00IW00A0U,TRUE,TRUE,SPFBO8,FALSE,,,TRUE,,https://www.kobo.com/en/ebook/stars-of-destiny-light,https://www.smashwords.com/books/view/410152,,https://books.apple.com/book/stars-of-destiny-light/id910636766,
283,MELISSA STONE,Whisper for Eternity,1,https://www.amazon.com/dp/B0D3T4RDS1,B0D3T4RDS1,https://www.amazon.com/dp/B0D3T4RDS1,TRUE,TRUE,SPFBOX,FALSE,,,TRUE,,https://www.kobo.com/en/ebook/whisper-for-eternity,https://www.smashwords.com/books/view/1569628,,https://books.apple.com/book/whisper-for-eternity/id6503918062,
284,MELISSA STONE,Children of An'katerr,4,https://www.amazon.com/dp/B0095XJY0K,B0095XJY0K,https://www.amazon.com/dp/B0095XJY0K,TRUE,TRUE,SPFBO7,TRUE,https://azuredragonpress.net/index.php/product/children-of-the-dragon-ebook/#tab/-description,,TRUE,,https://www.kobo.com/en/ebook/children-of-the-dragon,https://www.smashwords.com/books/view/228125,,https://books.apple.com/book/children-of-the-dragon/id562787348,
285,J.J. THORN,Apocalypse Assassin (System Orphans: Claire),1,https://www.amazon.com/dp/B0BTRTMXCQ,B0BTRTMXCQ,https://www.amazon.com/dp/B0BTRTMXCQ,FALSE,FALSE,,FALSE,,,TRUE,,,,,,
286,J.J. THORN,Heavy (The Weight Of It All),1,https://www.amazon.com/dp/B08RRVDDFT,B08RRVDDFT,https://www.amazon.com/dp/B08RRVDDFT,FALSE,FALSE,,FALSE,,,TRUE,,,,,,
287,JCM BERNE,Wistful Ascending (Hybrid Helix),1,https://www.amazon.com/dp/B08HLBHV4D,B08HLBHV4D,https://www.amazon.com/dp/B08HLBHV4D,FALSE,TRUE,"SPFBO8, SPSFC3 Semi-finalist",FALSE,,,TRUE,,,,,,
288,JCM BERNE,Partial Function,1,https://www.amazon.com/dp/B0CL138KVG,B0CL138KVG,https://www.amazon.com/dp/B0CL138KVG,FALSE,FALSE,,FALSE,,,FALSE,,,,,,
289,DAVID OLIVER,The Great Hearts,5,https://www.amazon.com/dp/B08XBC25MT,B08XBC25MT,https://www.amazon.com/dp/B08XBC25MT,FALSE,TRUE,SPFBO4 Semi-finalist,FALSE,,,FALSE,"https://m.media-amazon.com/images/I/91W4HIlHshL._CLa%7C1644,1349%7C81UgIpf1aLL.jpg,71te7rzDikL.jpg%7C0,0,747,1349+897,0,747,1349+373,0,897,1349_._SY300_.jpg",,,,,
290,DAVID OLIVER,Draconis,1,https://www.amazon.com/dp/B09PGNYGGL,B09PGNYGGL,https://www.amazon.com/dp/B09PGNYGGL,FALSE,TRUE,SPFBO8,FALSE,,,FALSE,,,,,,
291,AMBER TORO,Umbra: Sentiant Stars ,1,https://www.amazon.com/dp/B0CTRKSVX7,B0CTRKSVX7,https://www.amazon.com/dp/B0CTRKSVX7,FALSE,TRUE,SPSFC4,FALSE,,,TRUE,,,,,,
292,C.A. BLOOMING,Of Fate series,2,https://www.amazon.com/dp/B0CW18RC6H,B0CW18RC6H,https://www.amazon.com/dp/B0CW18RC6H,FALSE,FALSE,,FALSE,,,TRUE,"https://m.media-amazon.com/images/I/91Bf4ik0WsL._CLa%7C3214,2500%7C91wdODIX-VL.jpg%7C0,0,1603,2500+1611,0,1603,2500_._SY300_.jpg",,,,,
293,DAVE DOBSON,Flames Over Frosthelm,1,https://www.amazon.com/dp/B07T12STNY,B07T12STNY,https://www.amazon.com/dp/B07T12STNY,FALSE,TRUE,SPFBO6,FALSE,,,TRUE,,,,,,
294,K.M. DAVIDSON,The Sirians Series,2,https://www.amazon.com/dp/B0CVMN1937,B0CVMN1937,https://www.amazon.com/dp/B0CVMN1937,FALSE,FALSE,,FALSE,,,FALSE,"https://m.media-amazon.com/images/I/81LftL+MJgL._CLa%7C2585,2250%7C61d3OIkYOfL.jpg,81tWFqM42gL.jpg%7C0,0,1175,2250+1410,0,1175,2250+587,0,1410,2250_._SY300_.jpg",,,,,
295,Seán O'Boyle,The Ballad of Sprikit The Bard (And Company),1,https://www.amazon.com/dp/B0CSC3TR9M,B0CSC3TR9M,https://www.amazon.com/dp/B0CSC3TR9M,FALSE,TRUE,SPFBOX,FALSE,,,TRUE,,,,,,
296,MORGAN SHANK,Low Country Trilogy ,3,https://www.amazon.com/dp/B0BWS8G5GW,B0BWS8G5GW,https://www.amazon.com/dp/B0BWS8G5GW,FALSE,TRUE,SPFBO9,FALSE,,,TRUE,"https://m.media-amazon.com/images/I/91dVEDsOY9L._CLa%7C3129,2560%7C81bcV0MHHML.jpg,81xwZrhSteL.jpg%7C0,0,1422,2560+1707,0,1422,2560+711,0,1707,2560_._SY300_.jpg",,,,,
297,MARS G. EVERSON,The God Engine Trilogy,1,https://www.amazon.com/dp/B0BRT6256B,B0BRT6256B,https://www.amazon.com/dp/B0BRT6256B,FALSE,FALSE,,FALSE,,Book 1,TRUE,"https://m.media-amazon.com/images/I/814DxpqwrIL._CLa%7C3129,2560%7C81SZQndnPSL.jpg,81aovgemcqL.jpg%7C0,0,1422,2560+1707,0,1422,2560+711,0,1707,2560_._SY300_.jpg",,,,,
298,RUSSELL CARROLL,Relentless Blades,1,https://www.amazon.com/dp/B0DCWVJX7Q,B0DCWVJX7Q,https://www.amazon.com/dp/B0DCWVJX7Q,FALSE,FALSE,,FALSE,,,TRUE,,,,,,
299,AJ LANCASTER,The Lord of Stariel,1,https://www.amazon.com/dp/B07HD681WN,B07HD681WN,https://www.amazon.com/dp/B07HD681WN,FALSE,TRUE,SPFBO5 Semi-finalist,FALSE,,,FALSE,,,,,,
300,JESSICA A. MCMINN,Gardens of War & Wasteland,2,https://www.amazon.com/dp/B0BTRQ75RR,B0BTRQ75RR,https://www.amazon.com/dp/B0BTRQ75RR,FALSE,TRUE,SPFBO9 Semi-finalist,FALSE,,,TRUE,"https://m.media-amazon.com/images/I/91Sx3pAaQbL._CLa%7C3310,2551%7C91ktPOzQ-TL.jpg%7C0,0,1651,2551+1659,0,1651,2551_._SY300_.jpg",,,,,
301,M. H. THAUNG,Numoeath Trilogy,3,https://www.amazon.com/dp/B07FC4KLKC ,B07FC4KLKC,https://www.amazon.com/dp/B07FC4KLKC,TRUE,TRUE,SPFBO5,FALSE,,,TRUE,,https://www.kobo.com/en/ebook/a-quiet-rebellion-guilt-1,https://www.smashwords.com/books/view/1368435,,https://books.apple.com/book/a-quiet-rebellion-guilt/id6446788729,https://www.barnesandnoble.com/w/a-quiet-rebellion-m-h-thaung/1129143032?ean=2940167115613
302,M. H. THAUNG,Accidental Capers,2,https://www.amazon.com/dp/B08M9CNK6L,B08M9CNK6L,https://www.amazon.com/dp/B08M9CNK6L,TRUE,TRUE,SPSFC2 Semi-finalist,FALSE,,,TRUE,,https://www.kobo.com/en/ebook/the-diamond-device,https://www.smashwords.com/books/view/1258721,https://play.google.com/store/books/details/M_H_Thaung_The_Diamond_Device?id=TFQdEQAAQBAJ,https://books.apple.com/book/the-diamond-device/id1593847929,https://www.barnesandnoble.com/w/the-diamond-device-m-h-thaung/1140492369?ean=2940165576560
303,Ann Christy,The Never-Ending End of the World,1,https://www.amazon.com/dp/B0BTTVKJMZ,B0BTTVKJMZ,https://www.amazon.com/dp/B0BTTVKJMZ,FALSE,FALSE,,FALSE,,,FALSE,,,,,,
304,DENNIS LIGGIO,The Nowak Brothers,6,https://www.amazon.com/dp/B0749R87SF,B0749R87SF,https://www.amazon.com/dp/B0749R87SF,FALSE,TRUE,SPFBO7,FALSE,,"Books 1, 2, & 3",TRUE,"https://m.media-amazon.com/images/I/91Z8w5xekhL._CLa%7C2865,2500%7C91re2zuCKVL.jpg,91aT0E3ttjL.jpg%7C0,0,1302,2500+1563,0,1302,2500+651,0,1563,2500_._SY300_.jpg",,,,,
305,DENNIS LIGGIO,"Cthulhu, Private Investigator",1,https://www.amazon.com/dp/B00KBA9R9Y,B00KBA9R9Y,https://www.amazon.com/dp/B00KBA9R9Y,FALSE,FALSE,,FALSE,,,TRUE,,,,,,
306,DENNIS LIGGIO,Cowards and Killers,1,https://www.amazon.com/dp/B00HVJFYZE,B00HVJFYZE,https://www.amazon.com/dp/B00HVJFYZE,FALSE,FALSE,,FALSE,,,TRUE,,,,,,
307,LESLIE ALLEN,The Revenge of Captain Vessia,1,https://www.amazon.com/gp/product/B0D6N83BH2,B0D6N83BH2,https://www.amazon.com/dp/B0D6N83BH2,TRUE,FALSE,,FALSE,,,TRUE,,https://www.kobo.com/en/ebook/the-revenge-of-captain-vessia,,,https://books.apple.com/book/the-revenge-of-captain-vessia/id6504541323,https://www.barnesandnoble.com/w/the-revenge-of-captain-vessia-leslie-allen/1145830322?ean=9781068815010
308,A.Z. LOUISE,Bitterbound,1,https://www.amazon.com/dp/B0D1X1ZV6P,B0D1X1ZV6P,https://www.amazon.com/dp/B0D1X1ZV6P,FALSE,FALSE,,FALSE,,,FALSE,,,,,,
309,REM WIGMORE,The Wind City,1,https://www.amazon.com/dp/B0BCV613DL,B0BCV613DL,https://www.amazon.com/dp/B0BCV613DL,TRUE,FALSE,,FALSE,,,TRUE,,https://www.kobo.com/en/ebook/the-wind-city-1,https://www.smashwords.com/books/view/1278493,,https://books.apple.com/book/the-wind-city/id6443361370,https://www.barnesandnoble.com/w/the-wind-city-rem-wigmore/1142157307?ean=2940166532213
310,J E HANNAFORD,Aulirean Gates,1,https://www.amazon.com/gp/aw/d/B0C2D6D5MQ,B0C2D6D5MQ,https://www.amazon.com/dp/B0C2D6D5MQ,FALSE,TRUE,SPFBOX Finalist,FALSE,,,FALSE,,,,,,
311,ALEX ROBINS,The Broken Heart of Arelium,1,https://www.amazon.com/dp/B08Z9FLZN2,B08Z9FLZN2,https://www.amazon.com/dp/B08Z9FLZN2,FALSE,TRUE,SPFBO7,FALSE,,,TRUE,,,,,,
312,B.L. BROWN,Witch of the Demesne Series,2,https://www.amazon.com/dp/B0CGVRLN8V,B0CGVRLN8V,https://www.amazon.com/dp/B0CGVRLN8V,FALSE,TRUE,SPFBOX,FALSE,,,TRUE,"https://m.media-amazon.com/images/I/81mjWPGrTNL._CLa%7C3208,2560%7C819WhsQWUoL.jpg%7C0,0,1600,2560+1608,0,1600,2560_._SY300_.jpg",,,,,
313,ROB J HAYES,Titan Hoppers series,3,https://www.amazon.com/dp/B0BHJFYJWN,B0BHJFYJWN,https://www.amazon.com/dp/B0BHJFYJWN,FALSE,TRUE,SPSFC2 Semi-finalist,FALSE,,,FALSE,"https://m.media-amazon.com/images/I/817xsQh8KDL._CLa%7C3129,2560%7C81+h6FGeBLL.jpg,81IJOVNDxOL.jpg%7C0,0,1422,2560+1707,0,1422,2560+711,0,1707,2560_._SY300_.jpg",,,,,
314,M.L. WANG,The Sword of Kaigen,1,https://www.amazon.com/dp/B07MNWKF2M,B07MNWKF2M,https://www.amazon.com/dp/B07MNWKF2M,FALSE,TRUE,SPFBO5 Champion,FALSE,,,FALSE,,,,,,
315,MAYA LIN WANG,The Volta Academy Chronicles,1,https://www.amazon.com/dp/B0CPZYX5HK,B0CPZYX5HK,https://www.amazon.com/dp/B0CPZYX5HK,FALSE,FALSE,,FALSE,,,FALSE,,,,,,
316,DYRK ASHTON,Paternus: Rise of Gods,1,https://www.amazon.com/Paternus-Rise-Gods-Trilogy-Book-ebook/dp/B01CXPD8T4,B01CXPD8T4,https://www.amazon.com/dp/B01CXPD8T4,FALSE,TRUE,SPFBO2 Finalist,FALSE,,,FALSE,,,,,,
317,JIM PARFITT,Knaves on Waves,1,https://www.amazon.com/dp/B09HG4W1KS,B09HR3HVMY,https://www.amazon.com/dp/B09HR3HVMY,FALSE,FALSE,,FALSE,,,TRUE,,,,,,
318,SHANDY MANDARINO,The Darkest Parts of Me,1,https://www.amazon.com/Darkest-Parts-Me-Shandy-Mandarino/dp/B0D478K5MB,B0D478K5MB,https://www.amazon.com/dp/B0D478K5MB,FALSE,FALSE,,FALSE,,,TRUE,,,,,,
319,MORGAN STANG,The Lamplight Murder Mysteries,3,https://www.amazon.com/dp/B0CBD7T86W,B0CBD7T86W,https://www.amazon.com/dp/B0CBD7T86W,FALSE,TRUE,SPFBO9 Champion,FALSE,,,FALSE,"https://m.media-amazon.com/images/I/91kWJzPHdDL._CLa%7C3129,2560%7C81oDmCZwc+L.jpg,91O+lI5xwPL.jpg%7C0,0,1422,2560+1707,0,1422,2560+711,0,1707,2560_._SY300_.jpg",,,,,
320,MORGAN STANG,The Wolf and the She-Bear,1,https://www.amazon.com/dp/B08TTQ1MFS,B08TTQ1MFS,https://www.amazon.com/dp/B08TTQ1MFS,FALSE,FALSE,SPFBO7,FALSE,,,FALSE,,,,,,
321,MORGAN STANG,The Spider and the Scribe,1,https://www.amazon.com/dp/B09GTYCZ14,B09GTYCZ14,https://www.amazon.com/dp/B09GTYCZ14,FALSE,FALSE,SPFBO8 Semi-finalist,FALSE,,,FALSE,,,,,,
322,JASMINE YOUNG,Realm Breaker,1,https://www.amazon.com/dp/B0CH69S435,B0CH69S435,https://www.amazon.com/dp/B0CH69S435,FALSE,TRUE,SPFBOX,FALSE,,,TRUE,"https://m.media-amazon.com/images/I/91S9oiRoO5L._CLa%7C2940,2560%7C81Rh0xCg7IL.jpg,A1RTfjuJAEL.jpg%7C0,0,1336,2560+1604,0,1336,2560+668,0,1604,2560_._SY300_.jpg",,,,,
323,JASMINE YOUNG,Four Kingdoms: Origins,2,https://www.amazon.com/dp/B0BMZTLQ2C,B0BMZTLQ2C,https://www.amazon.com/dp/B0BMZTLQ2C,FALSE,FALSE,,FALSE,,,TRUE,"https://m.media-amazon.com/images/I/81NUw29AtoL._CLa%7C2940,2560%7C91I8cDJMTBL.jpg,913uwpVIXYL.jpg%7C0,0,1336,2560+1604,0,1336,2560+668,0,1604,2560_._SY300_.jpg",,,,,
324,SAM WEISS,The Afterlife Experiment,1,https://www.amazon.com/dp/B0CV8NH9X6,B0CV8NH9X6,https://www.amazon.com/dp/B0CV8NH9X6,FALSE,TRUE,SPFBOX,FALSE,,,TRUE,,,,,,
325,TJ Muir,The Winter Mage,1,https://www.amazon.com/gp/product/B0CW1HL76P,B0CW1HL76P,https://www.amazon.com/dp/B0CW1HL76P,FALSE,FALSE,,FALSE,,,TRUE,,,,,,
326,C. GOCKEL,I Bring the Fire,2,https://www.amazon.com/dp/B087JH15XB,B087JH15XB,https://www.amazon.com/dp/B087JH15XB,TRUE,FALSE,,FALSE,,Book 2,TRUE,"https://m.media-amazon.com/images/I/81f7E++15LL._CLa%7C2865,2500%7C81Nby7HAw2L.jpg,81p34wttm1L.jpg%7C0,0,1302,2500+1563,0,1302,2500+651,0,1563,2500_._SY300_.jpg",https://www.kobo.com/en/ebook/i-bring-the-fire-part-i-wolves-a-loki-series,https://www.smashwords.com/books/view/318902,https://play.google.com/store/books/details/C_Gockel_I_Bring_the_Fire_Part_I_Wolves_A_Loki_Ser?id=24eDg2J7H_4C,https://books.apple.com/book/i-bring-the-fire-part-i-wolves-a-loki-series/id1036350580,https://www.barnesandnoble.com/w/i-bring-the-fire-part-i-c-gockel/1115457768?ean=2940156293162
